,date,pm25,o3,no2,co
0,2024-05-01,54.0,30.0,16.0,2.0
3,2024-05-04,27.0,22.0,10.0,2.0
5,2024-05-06,66.0,44.0,12.0,2.0
6,2024-05-07,34.0,41.0,18.0,2.0
8,2024-05-09,17.0,23.0,8.0,2.0
11,2024-05-12,20.0,22.0,15.0,2.0
12,2024-05-13,39.0,26.0,18.0,2.0
13,2024-05-14,36.0,30.0,13.0,2.0
16,2024-05-17,29.0,33.0,10.0,2.0
18,2024-05-19,18.0,30.0,11.0,2.0
19,2024-05-20,30.0,34.0,17.0,2.0
20,2024-05-21,39.0,40.0,14.0,2.0
21,2024-05-22,42.0,43.0,17.0,2.0
22,2024-05-23,45.0,22.0,15.0,2.0
23,2024-05-24,49.0,25.5,19.0,2.0
26,2024-04-03,34.0,30.0,8.0,2.0
27,2024-04-04,14.0,29.0,10.0,2.0
32,2024-04-09,55.0,36.0,13.0,2.0
37,2024-04-14,29.0,44.0,17.0,2.0
39,2024-04-16,25.0,28.0,20.0,2.0
41,2024-04-18,19.0,25.0,12.0,2.0
44,2024-04-21,19.0,38.0,11.0,2.0
45,2024-04-22,23.0,39.0,18.0,2.0
48,2024-04-25,21.0,30.0,15.0,2.0
50,2024-04-27,24.0,34.0,16.0,2.0
52,2024-04-29,63.0,27.0,5.0,2.0
54,2024-01-01,36.0,18.0,16.0,2.0
55,2024-01-02,22.0,17.0,14.0,2.0
56,2024-01-03,40.0,24.0,13.0,2.0
57,2024-01-04,44.0,25.0,12.0,2.0
58,2024-01-05,34.0,22.0,12.0,2.0
59,2024-01-06,49.0,20.0,11.0,2.0
60,2024-01-07,34.0,20.0,14.0,2.0
63,2024-01-10,45.0,18.0,15.0,2.0
64,2024-01-11,43.0,24.0,18.0,2.0
67,2024-01-14,42.0,19.0,17.0,2.0
69,2024-01-16,54.0,23.0,16.0,2.0
72,2024-01-19,55.0,24.0,9.0,2.0
80,2024-01-27,54.0,18.0,11.0,2.0
81,2024-01-28,38.0,15.0,11.0,2.0
82,2024-01-29,34.0,17.0,15.0,2.0
83,2024-01-30,43.0,19.0,22.0,2.0
86,2024-02-02,50.0,21.0,10.0,2.0
87,2024-02-03,28.0,27.0,12.0,2.0
88,2024-02-04,29.0,29.0,13.0,2.0
89,2024-02-05,27.0,25.0,14.0,2.0
95,2024-02-11,49.0,14.0,11.0,2.0
96,2024-02-12,42.0,18.0,13.0,2.0
98,2024-02-14,30.0,22.0,17.0,2.0
100,2024-02-16,27.0,24.0,13.0,2.0
101,2024-02-17,36.0,29.0,14.0,2.0
103,2024-02-19,34.0,25.0,18.0,2.0
105,2024-02-21,29.0,24.0,17.0,2.0
107,2024-02-23,54.0,29.0,10.0,2.0
108,2024-02-24,43.0,25.0,15.0,2.0
113,2024-02-29,28.0,27.0,14.0,2.0
115,2024-03-02,29.0,29.0,11.0,2.0
116,2024-03-03,31.0,19.0,14.0,2.0
117,2024-03-04,28.0,23.0,11.0,2.0
118,2024-03-05,27.0,10.0,17.0,2.0
119,2024-03-06,52.0,19.0,10.0,2.0
120,2024-03-07,20.0,26.0,13.0,2.0
121,2024-03-08,23.0,27.0,11.0,2.0
122,2024-03-09,29.0,26.0,7.0,2.0
124,2024-03-11,19.0,38.0,17.0,2.0
127,2024-03-14,75.0,35.0,21.0,2.0
128,2024-03-15,49.0,33.0,10.0,2.0
132,2024-03-19,22.0,29.0,18.0,2.0
134,2024-03-21,17.0,24.0,16.0,2.0
137,2024-03-24,22.0,29.0,13.0,2.0
138,2024-03-25,29.0,25.0,13.0,2.0
145,2023-10-01,53.0,31.0,13.0,2.0
152,2023-10-08,14.0,21.0,13.0,2.0
153,2023-10-09,22.0,22.0,21.0,2.0
156,2023-10-12,57.0,16.0,8.0,2.0
158,2023-10-14,19.0,17.0,5.0,2.0
159,2023-10-15,15.0,19.0,10.0,2.0
163,2023-10-19,38.0,27.0,17.0,2.0
164,2023-10-20,27.0,21.0,10.0,2.0
166,2023-10-22,17.0,20.0,11.0,2.0
171,2023-10-27,64.0,28.0,12.0,2.0
172,2023-10-28,47.0,15.0,7.0,2.0
175,2023-10-31,17.0,24.0,11.0,2.0
176,2023-11-01,31.0,22.0,15.0,2.0
177,2023-11-02,28.0,24.0,21.0,2.0
180,2023-11-05,59.0,30.0,16.0,2.0
184,2023-11-09,45.0,14.0,20.0,2.0
185,2023-11-10,31.0,17.0,12.0,2.0
186,2023-11-11,31.0,25.0,11.0,2.0
188,2023-11-13,37.0,16.0,16.0,2.0
192,2023-11-17,48.0,22.0,13.0,2.0
193,2023-11-18,26.0,26.0,14.0,2.0
194,2023-11-19,34.0,21.0,12.0,2.0
195,2023-11-20,34.0,22.0,16.0,2.0
196,2023-11-21,26.0,21.0,15.0,2.0
197,2023-11-22,26.0,23.0,10.0,2.0
199,2023-11-24,31.0,23.0,18.0,2.0
201,2023-11-26,42.0,17.0,12.0,2.0
203,2023-11-28,27.0,15.0,16.0,2.0
204,2023-11-29,33.0,19.0,24.0,2.0
208,2023-12-03,48.0,12.0,17.0,2.0
209,2023-12-04,30.0,20.0,13.0,2.0
210,2023-12-05,25.0,23.0,13.0,2.0
211,2023-12-06,23.0,20.0,19.0,2.0
216,2023-12-11,25.0,19.0,17.0,2.0
217,2023-12-12,37.0,24.0,18.0,2.0
218,2023-12-13,44.0,24.0,18.0,2.0
220,2023-12-15,60.0,23.0,21.0,2.0
221,2023-12-16,55.0,27.0,11.0,2.0
222,2023-12-17,40.0,30.0,11.0,2.0
223,2023-12-18,23.0,23.0,10.0,2.0
224,2023-12-19,24.0,21.0,13.0,2.0
225,2023-12-20,27.0,19.375,12.538461538461538,2.0
226,2023-12-21,22.0,17.75,12.076923076923077,2.0
227,2023-12-22,25.0,16.125,11.615384615384615,2.0
228,2023-12-23,36.0,14.5,11.153846153846153,2.0
229,2023-12-24,57.0,12.875,10.692307692307692,2.0
230,2023-12-25,56.0,11.25,10.23076923076923,2.0
231,2023-12-26,64.0,9.625,9.769230769230768,2.0
232,2023-12-27,37.0,8.0,9.307692307692307,2.0
233,2023-12-28,15.0,11.0,8.846153846153847,2.0
234,2023-12-29,22.0,10.0,8.384615384615385,2.0
235,2023-12-30,20.0,21.0,7.9230769230769225,2.0
236,2023-12-31,21.0,14.0,7.461538461538462,2.0
238,2023-07-02,76.0,46.0,8.0,2.0
239,2023-07-03,27.0,32.0,12.0,2.0
241,2023-07-05,81.0,41.0,13.0,2.0
242,2023-07-06,47.0,38.0,9.0,2.0
243,2023-07-07,43.0,40.0,7.0,2.0
247,2023-07-11,46.0,60.0,12.0,2.0
248,2023-07-12,59.0,37.0,15.0,2.0
249,2023-07-13,61.0,36.0,9.0,2.0
